Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,20.059999465942383,19.399999618530273,19.600000381469727,19.559999465942383,64968272,19.559999465942383
2019-01-03,19.600000381469727,18.719999313354492,19.59000015258789,18.780000686645508,94860012,18.780000686645508
2019-01-04,19.270000457763672,18.239999771118164,18.510000228881836,19.200000762939453,77189145,19.200000762939453
2019-01-07,20.149999618530273,19.200000762939453,19.450000762939453,20.020000457763672,124849276,20.020000457763672
2019-01-08,20.260000228881836,19.729999542236328,19.920000076293945,19.899999618530273,83061720,19.899999618530273
2019-01-09,20.350000381469727,19.790000915527344,19.950000762939453,19.920000076293945,98407244,19.920000076293945
2019-01-10,20.350000381469727,19.780000686645508,19.899999618530273,20.06999969482422,84904964,20.06999969482422
2019-01-11,21.270000457763672,20.290000915527344,20.290000915527344,20.510000228881836,151834299,20.510000228881836
2019-01-14,20.469999313354492,19.899999618530273,20.200000762939453,20.09000015258789,76204961,20.09000015258789
2019-01-15,20.799999237060547,19.899999618530273,20.06999969482422,20.600000381469727,97565498,20.600000381469727
2019-01-16,20.610000610351562,20.219999313354492,20.549999237060547,20.309999465942383,61508709,20.309999465942383
2019-01-17,20.479999542236328,19.899999618530273,20.239999771118164,20.010000228881836,64369144,20.010000228881836
2019-01-18,20.079999923706055,19.670000076293945,19.850000381469727,19.979999542236328,70848056,19.979999542236328
2019-01-21,21.15999984741211,20.010000228881836,20.059999465942383,21.040000915527344,185582442,21.040000915527344
2019-01-22,21.09000015258789,20.239999771118164,21.0,20.440000534057617,108159491,20.440000534057617
2019-01-23,20.690000534057617,20.079999923706055,20.360000610351562,20.450000762939453,59412582,20.450000762939453
2019-01-24,20.719999313354492,20.1200008392334,20.5,20.3700008392334,66569135,20.3700008392334
2019-01-25,20.670000076293945,20.200000762939453,20.399999618530273,20.31999969482422,50864961,20.31999969482422
2019-01-28,20.549999237060547,20.1200008392334,20.350000381469727,20.239999771118164,48450074,20.239999771118164
2019-01-29,20.200000762939453,19.700000762939453,20.100000381469727,19.979999542236328,56953024,19.979999542236328
2019-01-30,20.139999389648438,19.68000030517578,19.979999542236328,19.709999084472656,42983102,19.709999084472656
2019-01-31,20.3799991607666,19.760000228881836,19.760000228881836,20.110000610351562,72309890,20.110000610351562
2019-02-01,20.530000686645508,19.899999618530273,20.219999313354492,20.40999984741211,70510637,20.40999984741211
2019-02-11,20.989999771118164,20.15999984741211,20.200000762939453,20.8700008392334,91280970,20.8700008392334
2019-02-12,21.1299991607666,20.600000381469727,20.93000030517578,21.059999465942383,83772798,21.059999465942383
2019-02-13,23.170000076293945,20.950000762939453,21.110000610351562,22.950000762939453,241223775,22.950000762939453
2019-02-14,23.1200008392334,22.549999237060547,22.700000762939453,22.850000381469727,131190840,22.850000381469727
2019-02-15,23.700000762939453,22.549999237060547,22.75,23.0,137275390,23.0
2019-02-18,24.149999618530273,23.25,23.450000762939453,24.139999389648438,149321572,24.139999389648438
2019-02-19,24.8799991607666,23.6200008392334,24.459999084472656,24.059999465942383,134140003,24.059999465942383
2019-02-20,24.25,23.420000076293945,24.06999969482422,24.0,99473005,24.0
2019-02-21,26.299999237060547,23.850000381469727,23.959999084472656,25.309999465942383,182132652,25.309999465942383
2019-02-22,27.84000015258789,25.31999969482422,25.5,27.84000015258789,209837985,27.84000015258789
2019-02-25,30.600000381469727,29.100000381469727,30.600000381469727,30.309999465942383,319050439,30.309999465942383
2019-02-26,32.779998779296875,28.600000381469727,30.18000030517578,29.899999618530273,323961947,29.899999618530273
2019-02-27,30.84000015258789,28.920000076293945,29.3799991607666,29.450000762939453,197281411,29.450000762939453
2019-02-28,30.219999313354492,29.1200008392334,29.469999313354492,29.799999237060547,142157068,29.799999237060547
2019-03-01,30.149999618530273,28.799999237060547,30.030000686645508,29.729999542236328,123594069,29.729999542236328
2019-03-04,31.549999237060547,29.899999618530273,30.110000610351562,30.309999465942383,215949122,30.309999465942383
2019-03-05,31.700000762939453,29.649999618530273,30.219999313354492,31.649999618530273,190656650,31.649999618530273
2019-03-06,32.869998931884766,30.549999237060547,32.43000030517578,31.299999237060547,214088201,31.299999237060547
2019-03-07,31.1200008392334,30.0,30.670000076293945,30.399999618530273,168828770,30.399999618530273
2019-03-08,31.010000228881836,28.8799991607666,29.100000381469727,29.209999084472656,173942666,29.209999084472656
2019-03-11,30.5,29.299999237060547,29.799999237060547,30.399999618530273,137070511,30.399999618530273
2019-03-12,31.100000381469727,30.309999465942383,30.65999984741211,31.09000015258789,172761725,31.09000015258789
2019-03-13,30.149999618530273,28.350000381469727,29.84000015258789,28.68000030517578,228662990,28.68000030517578
2019-03-14,28.559999465942383,27.489999771118164,28.5,28.25,124268897,28.25
2019-03-15,28.829999923706055,28.239999771118164,28.549999237060547,28.3799991607666,76649889,28.3799991607666
2019-03-18,29.209999084472656,27.770000457763672,28.3799991607666,29.190000534057617,93048159,29.190000534057617
2019-03-19,29.6200008392334,28.84000015258789,29.0,29.030000686645508,79810377,29.030000686645508
2019-03-20,29.450000762939453,28.719999313354492,28.920000076293945,28.979999542236328,64278411,28.979999542236328
2019-03-21,29.290000915527344,28.8799991607666,29.170000076293945,28.899999618530273,69907815,28.899999618530273
2019-03-22,28.84000015258789,27.700000762939453,28.799999237060547,28.219999313354492,103682659,28.219999313354492
2019-03-25,28.770000457763672,27.399999618530273,27.510000228881836,28.329999923706055,89468966,28.329999923706055
2019-03-26,28.579999923706055,27.049999237060547,28.450000762939453,27.1299991607666,83267926,27.1299991607666
2019-03-27,27.6299991607666,26.200000762939453,27.350000381469727,26.670000076293945,87658664,26.670000076293945
2019-03-28,29.34000015258789,27.90999984741211,28.299999237060547,29.34000015258789,253081906,29.34000015258789
2019-03-29,29.34000015258789,27.65999984741211,28.5,29.200000762939453,235503539,29.200000762939453
2019-04-01,30.549999237060547,29.700000762939453,29.700000762939453,30.0,182826153,30.0
2019-04-02,30.399999618530273,29.489999771118164,30.010000228881836,29.899999618530273,128024176,29.899999618530273
2019-04-03,29.959999084472656,29.329999923706055,29.809999465942383,29.850000381469727,87520010,29.850000381469727
2019-04-04,30.299999237060547,29.5,30.170000076293945,29.90999984741211,63767546,29.90999984741211
2019-04-08,30.25,29.100000381469727,30.049999237060547,29.239999771118164,85599096,29.239999771118164
2019-04-09,30.799999237060547,29.190000534057617,29.239999771118164,30.200000762939453,135421968,30.200000762939453
